ticker,period,Ativo circulante,Ativo total,Passivo circulante,Passivo não circulante,Passivo total,Patrimônio líquido,EBIT,Lucro bruto,Lucro líquido,Receita líquida,Resultado financeiro,Resultado operacional
PEAB3,1T2019,"309,02 M","686,24 M","87,02 M","56,94 M","686,24 M","542,28 M","13,05 M","28,88 M","13,83 M","94,13 M","7,17 M",--
PEAB3,1T2020,"265,28 M","660,89 M","71,75 M","73,60 M","660,89 M","515,54 M","-1,54 M","4,70 M","-6,71 M","5,91 M","-3,96 M",--
PEAB3,1T2021,"282,02 M","628,56 M","11,49 M","49,40 M","628,56 M","567,67 M","3,15 M","5,59 M","5,91 M","7,04 M","3,31 M",--
PEAB3,1T2022,"335,69 M","786,96 M","31,15 M","76,78 M","786,96 M","679,03 M","24,75 M","6,13 M","26,78 M","8,67 M","9,17 M",--
PEAB3,1T2023,"309,89 M","866,68 M","17,66 M","161,75 M","866,68 M","687,27 M","-888,00 Mil","5,40 M","584,00 Mil","11,49 M","1,41 M",--
PEAB3,1T2024,"320,23 M","1,28 B","49,58 M","356,55 M","1,28 B","873,95 M","3,93 M","10,70 M","7,97 M","16,84 M","4,38 M",--
PEAB3,1T2025,"271,33 M","1,29 B","49,23 M","346,44 M","1,29 B","898,73 M","2,84 M","10,53 M","2,81 M","26,51 M","-185,00 Mil",--
PEAB3,1T2026,"253,57 M","1,31 B","62,28 M","323,23 M","1,31 B","926,67 M","15,26 M","13,54 M","14,25 M","27,84 M","2,24 M",--
PEAB3,2T2011,"483,81 M","811,37 M","155,08 M","74,77 M","811,37 M","581,52 M","897,00 Mil","7,46 M","552,00 Mil","50,67 M","1,12 M",--
PEAB3,2T2012,"401,35 M","721,93 M","119,37 M","71,02 M","721,93 M","531,55 M","-8,78 M","7,07 M","-7,50 M","51,16 M","3,02 M",--
PEAB3,2T2013,"336,19 M","670,90 M","84,64 M","72,68 M","670,90 M","513,57 M","-5,34 M","10,93 M","-3,27 M","59,76 M","3,49 M",--
PEAB3,2T2014,"301,31 M","638,22 M","77,01 M","71,08 M","638,22 M","490,12 M","1,75 M","14,27 M","3,15 M","66,33 M","4,32 M",--
PEAB3,2T2015,"258,91 M","590,81 M","55,78 M","79,45 M","590,81 M","455,57 M","117,00 Mil","15,48 M","2,52 M","71,62 M","4,81 M",--
PEAB3,2T2016,"269,22 M","608,09 M","54,86 M","96,57 M","608,09 M","456,65 M","7,92 M","20,96 M","9,38 M","78,30 M","5,24 M",--
PEAB3,2T2017,"258,46 M","625,67 M","64,40 M","59,43 M","625,67 M","501,84 M","13,50 M","33,34 M","11,79 M","94,06 M","6,26 M",--
PEAB3,2T2018,"254,35 M","636,45 M","65,70 M","59,29 M","636,45 M","511,46 M","12,22 M","33,30 M","9,59 M","95,42 M","2,77 M",--
PEAB3,2T2019,"306,81 M","675,08 M","90,28 M","57,11 M","675,08 M","527,69 M","14,00 M","37,19 M","13,14 M","107,55 M","4,52 M",--
PEAB3,2T2020,"277,50 M","631,61 M","78,19 M","76,15 M","631,61 M","477,28 M","-1,94 M","5,58 M","-11,60 M","6,94 M","7,57 M",--
PEAB3,2T2021,"310,98 M","663,30 M","17,02 M","66,79 M","663,30 M","579,49 M","17,14 M","5,12 M","26,13 M","7,61 M","15,19 M",--
PEAB3,2T2022,"207,60 M","768,71 M","14,86 M","77,48 M","768,71 M","676,36 M","363,00 Mil","6,89 M","-3,06 M","9,41 M","-3,01 M",--
PEAB3,2T2023,"273,56 M","876,82 M","18,66 M","165,13 M","876,82 M","693,04 M","-284,00 Mil","7,29 M","5,37 M","13,20 M","5,83 M",--
PEAB3,2T2024,"268,05 M","1,25 B","35,11 M","332,51 M","1,25 B","882,81 M","6,96 M","14,63 M","7,39 M","19,58 M","1,67 M",--
PEAB3,2T2025,"246,07 M","1,29 B","40,84 M","340,87 M","1,29 B","909,59 M","12,95 M","19,43 M","10,65 M","30,91 M","614,00 Mil",--
PEAB3,3T2011,"415,98 M","740,80 M","135,61 M","70,65 M","740,80 M","534,54 M","-16,86 M","7,70 M","-16,65 M","50,79 M","1,43 M",--
PEAB3,3T2012,"415,98 M","737,09 M","119,23 M","72,74 M","737,09 M","545,12 M","-6,24 M","9,78 M","-4,80 M","54,52 M","2,57 M",--
PEAB3,3T2013,"347,86 M","684,13 M","87,07 M","70,99 M","684,13 M","526,07 M","134,00 Mil","10,97 M","2,72 M","61,50 M","4,00 M",--
PEAB3,3T2014,"303,24 M","641,19 M","70,38 M","71,38 M","641,19 M","499,43 M","5,87 M","13,82 M","7,38 M","67,74 M","4,20 M",--
PEAB3,3T2015,"255,43 M","588,46 M","59,13 M","81,78 M","588,46 M","447,54 M","3,05 M","18,14 M","5,99 M","73,69 M","5,80 M",--
PEAB3,3T2016,"299,48 M","603,39 M","62,38 M","59,67 M","603,39 M","481,34 M","14,25 M","25,21 M","14,41 M","81,55 M","5,34 M",--
PEAB3,3T2017,"273,11 M","650,14 M","68,56 M","59,21 M","650,14 M","522,38 M","15,48 M","31,76 M","11,34 M","94,56 M","3,46 M",--
PEAB3,3T2018,"271,91 M","664,51 M","74,15 M","62,68 M","664,51 M","527,68 M","8,35 M","29,52 M","6,18 M","95,34 M","2,42 M",--
PEAB3,3T2019,"309,34 M","685,47 M","92,11 M","71,63 M","685,47 M","521,73 M","12,54 M","33,96 M","10,45 M","107,72 M","4,47 M",--
PEAB3,3T2020,"937,45 M","1,26 B","262,71 M","37,84 M","1,26 B","959,21 M","727,89 M","5,72 M","483,50 M","6,74 M","4,24 M",--
PEAB3,3T2021,"504,76 M","916,28 M","12,53 M","83,78 M","916,28 M","819,97 M","174,20 M","5,42 M","118,34 M","7,95 M","2,05 M",--
PEAB3,3T2022,"238,78 M","805,01 M","16,81 M","110,17 M","805,01 M","678,04 M","-261,00 Mil","8,10 M","1,77 M","11,96 M","207,00 Mil",--
PEAB3,3T2023,"268,82 M","875,97 M","21,52 M","163,87 M","875,97 M","690,58 M","1,60 M","8,88 M","1,53 M","12,56 M","1,70 M",--
PEAB3,3T2024,"256,65 M","1,27 B","40,33 M","332,01 M","1,27 B","897,53 M","13,15 M","15,18 M","14,28 M","23,23 M","3,35 M",--
PEAB3,3T2025,"227,93 M","1,28 B","50,52 M","321,11 M","1,28 B","907,57 M","5,98 M","15,14 M","7,90 M","29,70 M","700,00 Mil",--
PEAB3,4T2010,"512,74 M","830,24 M","135,76 M","75,65 M","830,24 M","618,83 M","39,14 M","10,00 M","25,14 M","51,00 M","-1,98 M",--
PEAB3,4T2011,"437,40 M","757,92 M","127,84 M","70,77 M","757,92 M","559,30 M","16,38 M","8,94 M","14,96 M","47,19 M","1,56 M",--
PEAB3,4T2012,"373,53 M","697,61 M","77,60 M","71,02 M","697,61 M","549,00 M","20,03 M","8,03 M","20,66 M","51,64 M","1,98 M",--
PEAB3,4T2013,"339,96 M","668,96 M","91,99 M","72,73 M","668,96 M","504,24 M","-14,35 M","6,80 M","-11,48 M","55,27 M","4,22 M",--
PEAB3,4T2014,"289,95 M","618,33 M","71,63 M","82,52 M","618,33 M","464,17 M","-336,00 Mil","18,11 M","1,82 M","74,02 M","3,82 M",--
PEAB3,4T2015,"261,11 M","596,64 M","59,12 M","91,89 M","596,64 M","445,63 M","10,28 M","19,98 M","12,84 M","72,99 M","5,85 M",--
PEAB3,4T2016,"273,37 M","642,64 M","74,61 M","58,05 M","642,64 M","509,99 M","10,23 M","26,41 M","37,45 M","83,38 M","5,65 M",--
PEAB3,4T2017,"276,71 M","649,35 M","69,45 M","58,20 M","649,35 M","521,69 M","4,80 M","27,71 M","7,20 M","87,97 M","6,37 M",--
PEAB3,4T2018,"290,72 M","663,84 M","83,87 M","54,16 M","663,84 M","525,81 M","4,73 M","28,54 M","12,00 M","95,18 M","9,82 M",--
PEAB3,4T2019,"296,87 M","692,36 M","85,12 M","74,88 M","692,36 M","532,37 M","9,29 M","24,91 M","8,28 M","97,06 M","1,11 M",--
PEAB3,4T2020,"236,89 M","810,45 M","10,98 M","112,95 M","810,45 M","686,51 M","-750,77 M","5,74 M","121,69 M","7,24 M","9,56 M",--
PEAB3,4T2021,"324,13 M","758,36 M","20,21 M","76,37 M","758,36 M","661,78 M","-25,79 M","2,34 M","-7,74 M","7,39 M","4,00 M",--
PEAB3,4T2022,"260,70 M","814,29 M","17,02 M","110,59 M","814,29 M","686,68 M","18,00 M","12,00 M","15,08 M","12,62 M","692,00 Mil",--
PEAB3,4T2023,"259,08 M","880,53 M","30,10 M","164,45 M","880,53 M","685,98 M","749,00 Mil","10,82 M","4,65 M","12,31 M","6,40 M",--
PEAB3,4T2024,"233,18 M","1,25 B","45,91 M","304,47 M","1,25 B","896,21 M","7,21 M","16,55 M","11,39 M","28,00 M","2,82 M",--
PEAB3,4T2025,"220,78 M","1,29 B","66,06 M","315,21 M","1,29 B","912,42 M","9,20 M","2,66 M","12,35 M","30,14 M","5,47 M",--
PEAB4,1T2011,"468,56 M","797,09 M","86,45 M","87,86 M","797,09 M","622,77 M","-2,04 M","6,84 M","-903,00 Mil","47,49 M","2,04 M",--
PEAB4,1T2012,"441,92 M","762,56 M","120,55 M","72,07 M","762,56 M","569,95 M","-7,78 M","7,76 M","-5,56 M","49,69 M","3,41 M",--
PEAB4,1T2013,"365,15 M","696,41 M","83,27 M","70,93 M","696,41 M","542,21 M","-1,79 M","9,37 M","588,00 Mil","53,31 M","3,39 M",--
PEAB4,1T2014,"332,46 M","669,09 M","87,67 M","69,44 M","669,09 M","511,98 M","-1,42 M","11,09 M","1,49 M","59,60 M","4,14 M",--
PEAB4,1T2015,"278,40 M","609,58 M","55,39 M","78,10 M","609,58 M","476,09 M","2,10 M","16,87 M","4,60 M","68,90 M","4,72 M",--
PEAB4,1T2016,"270,07 M","608,82 M","57,90 M","93,28 M","608,82 M","457,64 M","4,25 M","20,02 M","6,02 M","70,69 M","4,88 M",--
PEAB4,1T2017,"277,25 M","650,27 M","72,87 M","58,92 M","650,27 M","518,49 M","4,78 M","23,03 M","6,82 M","77,19 M","5,46 M",--
PEAB4,1T2018,"287,39 M","678,11 M","75,50 M","60,40 M","678,11 M","542,22 M","10,00 M","28,92 M","7,85 M","88,94 M","2,83 M",--
PEAB4,1T2019,"309,02 M","686,24 M","87,02 M","56,94 M","686,24 M","542,28 M","13,05 M","28,88 M","13,83 M","94,13 M","7,17 M",--
PEAB4,1T2020,"265,28 M","660,89 M","71,75 M","73,60 M","660,89 M","515,54 M","-1,54 M","4,70 M","-6,71 M","5,91 M","-3,96 M",--
PEAB4,1T2021,"282,02 M","628,56 M","11,49 M","49,40 M","628,56 M","567,67 M","3,15 M","5,59 M","5,91 M","7,04 M","3,31 M",--
PEAB4,1T2022,"335,69 M","786,96 M","31,15 M","76,78 M","786,96 M","679,03 M","24,75 M","6,13 M","26,78 M","8,67 M","9,17 M",--
PEAB4,1T2023,"309,89 M","866,68 M","17,66 M","161,75 M","866,68 M","687,27 M","-888,00 Mil","5,40 M","584,00 Mil","11,49 M","1,41 M",--
PEAB4,1T2024,"320,23 M","1,28 B","49,58 M","356,55 M","1,28 B","873,95 M","3,93 M","10,70 M","7,97 M","16,84 M","4,38 M",--
PEAB4,1T2025,"271,33 M","1,29 B","49,23 M","346,44 M","1,29 B","898,73 M","2,84 M","10,53 M","2,81 M","26,51 M","-185,00 Mil",--
PEAB4,1T2026,"253,57 M","1,31 B","62,28 M","323,23 M","1,31 B","926,67 M","15,26 M","13,54 M","14,25 M","27,84 M","2,24 M",--
PEAB4,2T2011,"483,81 M","811,37 M","155,08 M","74,77 M","811,37 M","581,52 M","897,00 Mil","7,46 M","552,00 Mil","50,67 M","1,12 M",--
PEAB4,2T2012,"401,35 M","721,93 M","119,37 M","71,02 M","721,93 M","531,55 M","-8,78 M","7,07 M","-7,50 M","51,16 M","3,02 M",--
PEAB4,2T2013,"336,19 M","670,90 M","84,64 M","72,68 M","670,90 M","513,57 M","-5,34 M","10,93 M","-3,27 M","59,76 M","3,49 M",--
PEAB4,2T2014,"301,31 M","638,22 M","77,01 M","71,08 M","638,22 M","490,12 M","1,75 M","14,27 M","3,15 M","66,33 M","4,32 M",--
PEAB4,2T2015,"258,91 M","590,81 M","55,78 M","79,45 M","590,81 M","455,57 M","117,00 Mil","15,48 M","2,52 M","71,62 M","4,81 M",--
PEAB4,2T2016,"269,22 M","608,09 M","54,86 M","96,57 M","608,09 M","456,65 M","7,92 M","20,96 M","9,38 M","78,30 M","5,24 M",--
PEAB4,2T2017,"258,46 M","625,67 M","64,40 M","59,43 M","625,67 M","501,84 M","13,50 M","33,34 M","11,79 M","94,06 M","6,26 M",--
PEAB4,2T2018,"254,35 M","636,45 M","65,70 M","59,29 M","636,45 M","511,46 M","12,22 M","33,30 M","9,59 M","95,42 M","2,77 M",--
PEAB4,2T2019,"306,81 M","675,08 M","90,28 M","57,11 M","675,08 M","527,69 M","14,00 M","37,19 M","13,14 M","107,55 M","4,52 M",--
PEAB4,2T2020,"277,50 M","631,61 M","78,19 M","76,15 M","631,61 M","477,28 M","-1,94 M","5,58 M","-11,60 M","6,94 M","7,57 M",--
PEAB4,2T2021,"310,98 M","663,30 M","17,02 M","66,79 M","663,30 M","579,49 M","17,14 M","5,12 M","26,13 M","7,61 M","15,19 M",--
PEAB4,2T2022,"207,60 M","768,71 M","14,86 M","77,48 M","768,71 M","676,36 M","363,00 Mil","6,89 M","-3,06 M","9,41 M","-3,01 M",--
PEAB4,2T2023,"273,56 M","876,82 M","18,66 M","165,13 M","876,82 M","693,04 M","-284,00 Mil","7,29 M","5,37 M","13,20 M","5,83 M",--
PEAB4,2T2024,"268,05 M","1,25 B","35,11 M","332,51 M","1,25 B","882,81 M","6,96 M","14,63 M","7,39 M","19,58 M","1,67 M",--
PEAB4,2T2025,"246,07 M","1,29 B","40,84 M","340,87 M","1,29 B","909,59 M","12,95 M","19,43 M","10,65 M","30,91 M","614,00 Mil",--
PEAB4,3T2011,"415,98 M","740,80 M","135,61 M","70,65 M","740,80 M","534,54 M","-16,86 M","7,70 M","-16,65 M","50,79 M","1,43 M",--
PEAB4,3T2012,"415,98 M","737,09 M","119,23 M","72,74 M","737,09 M","545,12 M","-6,24 M","9,78 M","-4,80 M","54,52 M","2,57 M",--
PEAB4,3T2013,"347,86 M","684,13 M","87,07 M","70,99 M","684,13 M","526,07 M","134,00 Mil","10,97 M","2,72 M","61,50 M","4,00 M",--
PEAB4,3T2014,"303,24 M","641,19 M","70,38 M","71,38 M","641,19 M","499,43 M","5,87 M","13,82 M","7,38 M","67,74 M","4,20 M",--
PEAB4,3T2015,"255,43 M","588,46 M","59,13 M","81,78 M","588,46 M","447,54 M","3,05 M","18,14 M","5,99 M","73,69 M","5,80 M",--
PEAB4,3T2016,"299,48 M","603,39 M","62,38 M","59,67 M","603,39 M","481,34 M","14,25 M","25,21 M","14,41 M","81,55 M","5,34 M",--
PEAB4,3T2017,"273,11 M","650,14 M","68,56 M","59,21 M","650,14 M","522,38 M","15,48 M","31,76 M","11,34 M","94,56 M","3,46 M",--
PEAB4,3T2018,"271,91 M","664,51 M","74,15 M","62,68 M","664,51 M","527,68 M","8,35 M","29,52 M","6,18 M","95,34 M","2,42 M",--
PEAB4,3T2019,"309,34 M","685,47 M","92,11 M","71,63 M","685,47 M","521,73 M","12,54 M","33,96 M","10,45 M","107,72 M","4,47 M",--
PEAB4,3T2020,"937,45 M","1,26 B","262,71 M","37,84 M","1,26 B","959,21 M","727,89 M","5,72 M","483,50 M","6,74 M","4,24 M",--
PEAB4,3T2021,"504,76 M","916,28 M","12,53 M","83,78 M","916,28 M","819,97 M","174,20 M","5,42 M","118,34 M","7,95 M","2,05 M",--
PEAB4,3T2022,"238,78 M","805,01 M","16,81 M","110,17 M","805,01 M","678,04 M","-261,00 Mil","8,10 M","1,77 M","11,96 M","207,00 Mil",--
PEAB4,3T2023,"268,82 M","875,97 M","21,52 M","163,87 M","875,97 M","690,58 M","1,60 M","8,88 M","1,53 M","12,56 M","1,70 M",--
PEAB4,3T2024,"256,65 M","1,27 B","40,33 M","332,01 M","1,27 B","897,53 M","13,15 M","15,18 M","14,28 M","23,23 M","3,35 M",--
PEAB4,3T2025,"227,93 M","1,28 B","50,52 M","321,11 M","1,28 B","907,57 M","5,98 M","15,14 M","7,90 M","29,70 M","700,00 Mil",--
PEAB4,4T2010,"512,74 M","830,24 M","135,76 M","75,65 M","830,24 M","618,83 M","39,14 M","10,00 M","25,14 M","51,00 M","-1,98 M",--
PEAB4,4T2011,"437,40 M","757,92 M","127,84 M","70,77 M","757,92 M","559,30 M","16,38 M","8,94 M","14,96 M","47,19 M","1,56 M",--
PEAB4,4T2012,"373,53 M","697,61 M","77,60 M","71,02 M","697,61 M","549,00 M","20,03 M","8,03 M","20,66 M","51,64 M","1,98 M",--
PEAB4,4T2013,"339,96 M","668,96 M","91,99 M","72,73 M","668,96 M","504,24 M","-14,35 M","6,80 M","-11,48 M","55,27 M","4,22 M",--
PEAB4,4T2014,"289,95 M","618,33 M","71,63 M","82,52 M","618,33 M","464,17 M","-336,00 Mil","18,11 M","1,82 M","74,02 M","3,82 M",--
PEAB4,4T2015,"261,11 M","596,64 M","59,12 M","91,89 M","596,64 M","445,63 M","10,28 M","19,98 M","12,84 M","72,99 M","5,85 M",--
PEAB4,4T2016,"273,37 M","642,64 M","74,61 M","58,05 M","642,64 M","509,99 M","10,23 M","26,41 M","37,45 M","83,38 M","5,65 M",--
PEAB4,4T2017,"276,71 M","649,35 M","69,45 M","58,20 M","649,35 M","521,69 M","4,80 M","27,71 M","7,20 M","87,97 M","6,37 M",--
PEAB4,4T2018,"290,72 M","663,84 M","83,87 M","54,16 M","663,84 M","525,81 M","4,73 M","28,54 M","12,00 M","95,18 M","9,82 M",--
PEAB4,4T2019,"296,87 M","692,36 M","85,12 M","74,88 M","692,36 M","532,37 M","9,29 M","24,91 M","8,28 M","97,06 M","1,11 M",--
PEAB4,4T2020,"236,89 M","810,45 M","10,98 M","112,95 M","810,45 M","686,51 M","-750,77 M","5,74 M","121,69 M","7,24 M","9,56 M",--
PEAB4,4T2021,"324,13 M","758,36 M","20,21 M","76,37 M","758,36 M","661,78 M","-25,79 M","2,34 M","-7,74 M","7,39 M","4,00 M",--
PEAB4,4T2022,"260,70 M","814,29 M","17,02 M","110,59 M","814,29 M","686,68 M","18,00 M","12,00 M","15,08 M","12,62 M","692,00 Mil",--
PEAB4,4T2023,"259,08 M","880,53 M","30,10 M","164,45 M","880,53 M","685,98 M","749,00 Mil","10,82 M","4,65 M","12,31 M","6,40 M",--
PEAB4,4T2024,"233,18 M","1,25 B","45,91 M","304,47 M","1,25 B","896,21 M","7,21 M","16,55 M","11,39 M","28,00 M","2,82 M",--
PEAB4,4T2025,"220,78 M","1,29 B","66,06 M","315,21 M","1,29 B","912,42 M","9,20 M","2,66 M","12,35 M","30,14 M","5,47 M",--
PETR3,1T2011,"120,04 B","544,95 B","60,59 B","166,16 B","544,95 B","318,19 B","12,73 B","19,89 B","11,19 B","54,36 B","2,05 B",--
PETR3,1T2012,"126,37 B","615,82 B","65,95 B","211,04 B","615,82 B","338,82 B","11,91 B","20,24 B","9,43 B","66,13 B","464,99 M",--
PETR3,1T2013,"116,89 B","695,31 B","68,53 B","289,12 B","695,31 B","337,66 B","10,01 B","18,86 B","7,84 B","72,54 B","1,39 B",--
PETR3,1T2014,"159,67 B","802,01 B","83,75 B","362,50 B","802,01 B","355,77 B","7,76 B","19,16 B","5,79 B","81,55 B","-174,00 M",--
PETR3,1T2015,"137,56 B","831,95 B","90,36 B","435,88 B","831,95 B","305,71 B","13,17 B","22,41 B","4,53 B","74,35 B","-5,62 B",--
PETR3,1T2016,"146,24 B","859,16 B","107,46 B","485,32 B","859,16 B","266,38 B","8,54 B","21,01 B","-381,00 M","70,34 B","-8,69 B",--
PETR3,1T2017,"134,06 B","788,05 B","78,48 B","449,05 B","788,05 B","260,52 B","14,88 B","23,79 B","4,81 B","68,36 B","-7,75 B",--
PETR3,1T2018,"145,41 B","824,15 B","78,12 B","468,28 B","824,15 B","277,75 B","18,33 B","26,77 B","7,12 B","74,46 B","-7,25 B",--
PETR3,1T2019,"130,60 B","949,09 B","113,54 B","546,52 B","949,09 B","289,03 B","14,03 B","24,83 B","4,24 B","70,86 B","-8,42 B",--
PETR3,1T2020,"163,56 B","971,64 B","134,84 B","601,88 B","971,64 B","234,93 B","-45,44 B","31,61 B","-49,72 B","75,47 B","-21,18 B",--
PETR3,1T2021,"153,97 B","998,28 B","124,47 B","553,57 B","998,28 B","320,25 B","33,90 B","44,03 B","1,28 B","86,17 B","-30,75 B",--
PETR3,1T2022,"199,51 B","998,66 B","130,22 B","431,38 B","998,66 B","437,06 B","65,40 B","74,77 B","44,78 B","141,64 B","2,98 B",--
PETR3,1T2023,"157,19 B","978,58 B","128,45 B","446,72 B","978,58 B","403,40 B","60,20 B","73,31 B","38,31 B","139,07 B","-3,20 B",--
PETR3,1T2024,"165,96 B","1,07 T","153,88 B","503,49 B","1,07 T","409,92 B","44,03 B","60,70 B","23,81 B","117,72 B","-9,58 B",--
PETR3,1T2025,"124,85 B","1,15 T","173,83 B","576,28 B","1,15 T","397,60 B","43,04 B","60,71 B","35,33 B","123,14 B","10,60 B",--
PETR3,1T2026,"140,53 B","1,25 T","189,17 B","610,53 B","1,25 T","446,37 B","41,27 B","59,60 B","32,76 B","123,69 B","7,87 B",--
PETR3,2T2011,"119,49 B","554,58 B","60,82 B","167,42 B","554,58 B","326,34 B","12,16 B","19,97 B","11,41 B","61,01 B","2,90 B",--
PETR3,2T2012,"116,32 B","628,03 B","62,91 B","226,23 B","628,03 B","338,89 B","4,86 B","16,02 B","-1,87 B","68,05 B","-6,41 B",--
PETR3,2T2013,"144,71 B","749,03 B","68,16 B","340,84 B","749,03 B","340,03 B","11,50 B","18,71 B","5,68 B","73,63 B","-3,55 B",--
PETR3,2T2014,"144,27 B","800,37 B","75,26 B","362,87 B","800,37 B","362,24 B","8,81 B","18,82 B","5,19 B","82,30 B","-940,00 M",--
PETR3,2T2015,"160,38 B","859,30 B","100,60 B","449,30 B","859,30 B","309,40 B","9,63 B","25,56 B","908,00 M","79,94 B","-6,05 B",--
PETR3,2T2016,"132,62 B","818,33 B","83,68 B","459,36 B","818,33 B","275,29 B","7,58 B","22,82 B","899,00 M","71,32 B","-6,06 B",--
PETR3,2T2017,"142,44 B","808,05 B","69,97 B","476,94 B","808,05 B","261,14 B","15,61 B","21,37 B","292,00 M","67,00 B","-8,84 B",--
PETR3,2T2018,"144,25 B","850,28 B","84,65 B","478,19 B","850,28 B","287,45 B","16,83 B","30,31 B","9,69 B","74,83 B","-2,94 B",--
PETR3,2T2019,"181,33 B","965,25 B","138,35 B","517,48 B","965,25 B","309,42 B","39,24 B","30,21 B","19,35 B","72,57 B","-8,58 B",--
PETR3,2T2020,"201,93 B","1,02 T","144,17 B","625,25 B","1,02 T","245,72 B","9,02 B","18,22 B","-2,81 B","50,90 B","-12,31 B",--
PETR3,2T2021,"151,54 B","941,45 B","115,93 B","463,13 B","941,45 B","362,39 B","52,18 B","57,01 B","43,04 B","110,71 B","10,78 B",--
PETR3,2T2022,"224,78 B","1,00 T","171,16 B","420,75 B","1,00 T","412,85 B","96,43 B","95,86 B","54,48 B","170,96 B","-15,76 B",--
PETR3,2T2023,"136,82 B","990,46 B","151,60 B","466,58 B","990,46 B","372,28 B","41,97 B","57,68 B","28,94 B","113,84 B","-269,00 M",--
PETR3,2T2024,"159,31 B","1,06 T","177,97 B","504,68 B","1,06 T","376,04 B","33,54 B","61,05 B","-2,52 B","122,26 B","-36,40 B",--
PETR3,2T2025,"135,86 B","1,17 T","179,18 B","593,93 B","1,17 T","401,78 B","30,47 B","56,68 B","26,77 B","119,13 B","5,57 B",--
PETR3,3T2011,"120,49 B","582,12 B","67,71 B","183,22 B","582,12 B","331,20 B","11,76 B","20,07 B","5,28 B","63,55 B","-5,23 B",--
PETR3,3T2012,"125,81 B","646,68 B","64,25 B","237,79 B","646,68 B","344,65 B","8,79 B","18,09 B","5,64 B","73,79 B","-569,44 M",--
PETR3,3T2013,"137,24 B","758,43 B","69,96 B","345,37 B","758,43 B","343,10 B","5,99 B","16,22 B","3,54 B","77,70 B","-1,02 B",--
PETR3,3T2014,"142,95 B","815,74 B","84,71 B","388,64 B","815,74 B","342,40 B","-4,85 B","20,44 B","-5,94 B","88,38 B","-972,00 M",--
PETR3,3T2015,"176,38 B","931,56 B","109,72 B","530,86 B","931,56 B","290,98 B","6,25 B","23,75 B","-5,03 B","82,24 B","-11,44 B",--
PETR3,3T2016,"144,75 B","803,21 B","82,83 B","458,36 B","803,21 B","262,02 B","-10,17 B","23,34 B","-16,32 B","70,44 B","-7,12 B",--
PETR3,3T2017,"143,94 B","803,87 B","71,25 B","468,10 B","803,87 B","264,52 B","8,22 B","21,24 B","650,00 M","71,82 B","-7,41 B",--
PETR3,3T2018,"150,20 B","866,76 B","94,07 B","476,51 B","866,76 B","296,18 B","16,58 B","33,12 B","6,90 B","89,07 B","-6,20 B",--
PETR3,3T2019,"147,60 B","924,47 B","133,66 B","481,05 B","924,47 B","309,75 B","14,30 B","30,01 B","8,84 B","77,05 B","-10,87 B",--
PETR3,3T2020,"151,64 B","965,43 B","140,71 B","574,36 B","965,43 B","250,36 B","18,03 B","33,77 B","-1,67 B","70,73 B","-22,91 B",--
PETR3,3T2021,"166,33 B","974,69 B","138,66 B","460,34 B","974,69 B","375,69 B","66,46 B","59,55 B","31,22 B","121,59 B","-25,48 B",--
PETR3,3T2022,"159,33 B","947,57 B","135,81 B","437,66 B","947,57 B","374,11 B","74,61 B","86,84 B","46,24 B","170,08 B","-7,97 B",--
PETR3,3T2023,"147,31 B","1,03 T","154,57 B","483,44 B","1,03 T","387,49 B","47,55 B","66,31 B","26,76 B","124,83 B","-9,76 B",--
PETR3,3T2024,"167,37 B","1,08 T","178,93 B","503,86 B","1,08 T","395,05 B","46,46 B","66,58 B","32,68 B","129,58 B","-1,56 B",--
PETR3,3T2025,"149,36 B","1,21 T","182,37 B","604,71 B","1,21 T","424,96 B","43,63 B","61,12 B","32,85 B","127,91 B","1,32 B",--
PETR3,4T2010,"105,90 B","516,85 B","55,95 B","151,07 B","516,85 B","309,83 B","10,88 B","17,88 B","10,62 B","53,06 B","1,98 B",--
PETR3,4T2011,"121,16 B","600,10 B","68,21 B","199,66 B","600,10 B","332,22 B","7,59 B","17,31 B","5,23 B","65,26 B","399,96 M",--
PETR3,4T2012,"118,10 B","669,03 B","69,62 B","268,64 B","669,03 B","330,78 B","5,92 B","16,56 B","7,77 B","73,41 B","2,79 B",--
PETR3,4T2013,"123,35 B","752,97 B","82,53 B","321,11 B","752,97 B","349,33 B","6,87 B","16,58 B","5,95 B","81,03 B","-3,02 B",--
PETR3,4T2014,"135,02 B","793,38 B","82,66 B","399,99 B","793,38 B","310,72 B","-33,64 B","22,02 B","-26,96 B","85,04 B","-1,81 B",--
PETR3,4T2015,"168,61 B","900,13 B","111,57 B","530,63 B","900,13 B","257,93 B","-42,23 B","26,85 B","-35,58 B","85,10 B","-4,93 B",--
PETR3,4T2016,"145,91 B","804,95 B","81,17 B","471,04 B","804,95 B","252,74 B","10,54 B","22,81 B","2,76 B","70,49 B","-5,31 B",--
PETR3,4T2017,"155,91 B","831,51 B","82,53 B","479,37 B","831,51 B","269,61 B","-930,00 M","25,20 B","-5,37 B","76,51 B","-7,60 B",--
PETR3,4T2018,"143,61 B","860,47 B","97,07 B","479,86 B","860,47 B","283,54 B","11,19 B","30,00 B","2,98 B","82,78 B","-7,16 B",--
PETR3,4T2019,"112,10 B","926,01 B","116,15 B","510,73 B","926,01 B","299,14 B","14,13 B","37,06 B","8,54 B","81,77 B","-6,59 B",--
